,단축코드,한글 종목약명,시장구분,Degree,community_code,community_label,KOSPI_sector,market_cap,market_cap_row
1438,053620,태양,KOSDAQ,54,2,"음식료품, 담배 및 기타화학",금속,777억원,777
1439,004100,태양금속,KOSPI,68,10,철강금속,운수장비,497억원,497
1440,009410,태영건설,KOSPI,67,15,건설,건설업,"4,084억원",4084
1441,044490,태웅,KOSDAQ,75,10,철강금속,금속,"2,501억원",2501
1442,001420,태원물산,KOSPI,56,7,운수장비,운수장비,407억원,407
1443,007980,태평양물산,KOSPI,102,2,"음식료품, 담배 및 기타화학",섬유의복,"1,127억원",1127
1444,191420,테고사이언스,KOSDAQ,56,11,"의료, 제약 및 생물공학",제약,"1,703억원",1703
1445,182690,테라셈,KOSDAQ,85,14,전자부품,반도체,305억원,305
1446,066700,테라젠이텍스,KOSDAQ,72,11,"의료, 제약 및 생물공학",제약,"2,260억원",2260
1447,095610,테스,KOSDAQ,76,12,반도체,반도체,"5,545억원",5545
1448,131970,테스나,KOSDAQ,52,12,반도체,반도체,"6,944억원",6944
1449,055490,테이팩스,KOSPI,54,14,전자부품,화학,"3,680억원",3680
1450,089030,테크윙,KOSDAQ,139,12,반도체,반도체,"4,120억원",4120
1451,054450,텔레칩스,KOSDAQ,64,14,전자부품,반도체,"2,161억원",2161
1452,091440,텔레필드,KOSDAQ,82,16,IT서비스,통신장비,244억원,244
1453,078000,텔코웨어,KOSPI,95,16,IT서비스,서비스업,"1,072억원",1072
1454,200230,텔콘RF제약,KOSDAQ,60,11,"의료, 제약 및 생물공학",통신장비,"2,568억원",2568
1455,214420,토니모리,KOSPI,94,17,섬유의복 및 유통,화학,958억원,958
1456,215480,토박스코리아,KOSDAQ,110,17,섬유의복 및 유통,소매,719억원,719
1457,051360,토비스,KOSDAQ,78,14,전자부품,정보기기,"1,346억원",1346
1458,045340,토탈소프트,KOSDAQ,50,0,"건설, 장비, 기기",소프트웨어,737억원,737
1459,108230,톱텍,KOSDAQ,82,12,반도체,"기계,장비","3,228억원",3228
1460,079970,투비소프트,KOSDAQ,181,16,IT서비스,소프트웨어,880억원,880
1461,105550,트루윈,KOSDAQ,66,7,운수장비,일반전기전자,"1,706억원",1706
1462,026150,특수건설,KOSDAQ,139,15,건설,종합건설,"1,798억원",1798
1463,033830,티비씨,KOSDAQ,53,8,"광고, 디지털컨텐츠, 엔터테인먼트",방송서비스,"1,370억원",1370
1464,064760,티씨케이,KOSDAQ,62,12,반도체,반도체,"16,112억원",16112
1465,131290,티에스이,KOSDAQ,114,12,반도체,반도체,"7,334억원",7334
1466,019180,티에이치엔,KOSPI,68,7,운수장비,전기전자,750억원,750
1467,062860,티엘아이,KOSDAQ,196,14,전자부품,반도체,617억원,617
1468,091810,티웨이항공,KOSPI,56,5,"항공,운수 및 통신장비",운수창고업,"3,310억원",3310
1469,004870,티웨이홀딩스,KOSPI,55,5,"항공,운수 및 통신장비",비금속광물,674억원,674
1470,032540,TJ미디어,KOSDAQ,57,8,"광고, 디지털컨텐츠, 엔터테인먼트",일반전기전자,673억원,673
1471,104480,티케이케미칼,KOSDAQ,84,6,"화학, 섬유",화학,"4,590억원",4590
1472,081150,티플랙스,KOSDAQ,139,10,철강금속,금속,"1,042억원",1042
1473,130740,티피씨글로벌,KOSDAQ,114,7,운수장비,"운송장비,부품",379억원,379
1474,048770,TPC,KOSDAQ,58,1,전기전자,"기계,장비",490억원,490
1475,084730,팅크웨어,KOSDAQ,68,1,전기전자,통신장비,"2,090억원",2090
1476,046210,파나진,KOSDAQ,50,11,"의료, 제약 및 생물공학","의료,정밀기기","1,228억원",1228
1477,034230,파라다이스,KOSDAQ,50,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","13,369억원",13369
1478,033540,파라텍,KOSDAQ,56,15,건설,"기계,장비","1,191억원",1191
1479,043200,파루,KOSDAQ,54,2,"음식료품, 담배 및 기타화학",IT부품,422억원,422
1480,005690,파미셀,KOSPI,72,11,"의료, 제약 및 생물공학",의약품,"8,094억원",8094
1481,177830,파버나인,KOSDAQ,50,10,철강금속,일반전기전자,635억원,635
1482,037070,파세코,KOSDAQ,77,9,"가전, 전자장비, 기타 부품 및 제품",일반전기전자,"2,940억원",2940
1483,037030,파워넷,KOSDAQ,54,14,전자부품,일반전기전자,917억원,917
1484,047310,파워로직스,KOSDAQ,131,14,전자부품,IT부품,"2,650억원",2650
1485,170790,파이오링크,KOSDAQ,80,16,IT서비스,통신장비,"1,179억원",1179
1486,049120,파인디앤씨,KOSDAQ,154,12,반도체,IT부품,710억원,710
1487,038950,파인디지털,KOSDAQ,70,16,IT서비스,통신장비,648억원,648
1488,106240,파인테크닉스,KOSDAQ,57,14,전자부품,IT부품,"5,129억원",5129
1489,131760,파인텍,KOSDAQ,99,14,전자부품,IT부품,657억원,657
1490,140860,파크시스템스,KOSDAQ,50,12,반도체,"의료,정밀기기","9,961억원",9961
1491,091700,파트론,KOSDAQ,93,14,전자부품,IT부품,"6,634억원",6634
1492,032800,판타지오,KOSDAQ,58,0,"건설, 장비, 기기","오락,문화",608억원,608
1493,036580,팜스코,KOSPI,50,2,"음식료품, 담배 및 기타화학",음식료품,"2,262억원",2262
1494,027710,팜스토리,KOSDAQ,59,2,"음식료품, 담배 및 기타화학","음식료,담배","2,657억원",2657
1495,225590,패션플랫폼,KOSDAQ,83,17,섬유의복 및 유통,"섬유,의류",470억원,470
1496,054300,팬스타엔터프라이즈,KOSDAQ,56,7,운수장비,"기계,장비",513억원,513
1497,068050,팬엔터테인먼트,KOSDAQ,54,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","1,326억원",1326
1498,028670,팬오션,KOSPI,55,5,"항공,운수 및 통신장비",운수창고업,"29,989억원",29989
1499,222110,팬젠,KOSDAQ,104,11,"의료, 제약 및 생물공학",제약,855억원,855
1500,010820,퍼스텍,KOSPI,61,5,"항공,운수 및 통신장비",기계,"1,014억원",1014
1501,016800,퍼시스,KOSPI,93,3,교육서비스 및 문구류,미분류,"4,140억원",4140
1502,263750,펄어비스,KOSDAQ,69,0,"건설, 장비, 기기",디지털컨텐츠,"79,201억원",79201
1503,001020,페이퍼코리아,KOSPI,56,6,"화학, 섬유",종이목재,622억원,622
1504,087010,펩트론,KOSDAQ,114,11,"의료, 제약 및 생물공학",제약,"2,217억원",2217
1505,090080,평화산업,KOSPI,109,7,운수장비,운수장비,985억원,985
1506,010770,평화홀딩스,KOSPI,118,7,운수장비,운수장비,686억원,686
1507,119500,포메탈,KOSDAQ,52,13,기계장비,금속,508억원,508
1508,058430,포스코강판,KOSPI,50,10,철강금속,철강금속,"3,372억원",3372
1509,005490,POSCO,KOSPI,52,10,철강금속,철강금속,"251,534억원",251534
1510,022100,포스코 ICT,KOSDAQ,72,13,기계장비,전문기술,"9,654억원",9654
1511,189690,포시에스,KOSDAQ,71,0,"건설, 장비, 기기",소프트웨어,654억원,654
1512,141020,포티스,KOSDAQ,67,17,섬유의복 및 유통,소매,188억원,188
1513,007630,폴루스바이오팜,KOSPI,68,17,섬유의복 및 유통,유통업,551억원,551
1514,290720,푸드나무,KOSDAQ,50,2,"음식료품, 담배 및 기타화학",소매,"2,222억원",2222
1515,005670,푸드웰,KOSDAQ,81,2,"음식료품, 담배 및 기타화학","음식료,담배",682억원,682
1516,094940,푸른기술,KOSDAQ,65,16,IT서비스,정보기기,778억원,778
1517,007330,푸른저축은행,KOSDAQ,57,4,"은행, 증권 및 기타금융",금융,"1,848억원",1848
1518,017810,풀무원,KOSPI,51,2,"음식료품, 담배 및 기타화학",음식료품,"6,671억원",6671
1519,093380,풍강,KOSDAQ,81,7,운수장비,금속,423억원,423
1520,023900,풍국주정,KOSDAQ,72,6,"화학, 섬유","음식료,담배","2,029억원",2029
1521,103140,풍산,KOSPI,63,10,철강금속,철강금속,"8,674억원",8674
1522,005810,풍산홀딩스,KOSPI,61,10,철강금속,기타금융업,"3,029억원",3029
1523,220100,퓨쳐켐,KOSDAQ,51,11,"의료, 제약 및 생물공학",제약,"2,702억원",2702
1524,035200,프럼파스트,KOSDAQ,61,13,기계장비,화학,635억원,635
1525,203690,프로스테믹스,KOSDAQ,72,11,"의료, 제약 및 생물공학",제약,"1,329억원",1329
1526,053610,프로텍,KOSDAQ,84,12,반도체,반도체,"2,684억원",2684
1527,053160,프리엠스,KOSDAQ,60,7,운수장비,일반전기전자,789억원,789
1528,075130,플랜티넷,KOSDAQ,52,0,"건설, 장비, 기기",컴퓨터서비스,729억원,729
1529,023770,플레이위드,KOSDAQ,60,0,"건설, 장비, 기기",디지털컨텐츠,"1,210억원",1210
1530,032580,피델릭스,KOSDAQ,122,1,전기전자,반도체,502억원,502
1531,051380,피씨디렉트,KOSDAQ,60,16,IT서비스,도매,"1,453억원",1453
1532,241820,피씨엘,KOSDAQ,68,11,"의료, 제약 및 생물공학",제약,"3,902억원",3902
1533,237750,피앤씨테크,KOSDAQ,50,16,IT서비스,일반전기전자,444억원,444
1534,024850,피에스엠씨,KOSDAQ,57,1,전기전자,반도체,479억원,479
1535,319660,피에스케이,KOSDAQ,56,1,전기전자,반도체,"7,036억원",7036
1536,002230,피에스텍,KOSDAQ,80,13,기계장비,"의료,정밀기기",982억원,982
1537,137400,피엔티,KOSDAQ,84,12,반도체,"기계,장비","9,904억원",9904
1538,024940,PN풍년,KOSDAQ,88,2,"음식료품, 담배 및 기타화학",금속,482억원,482
1539,128660,피제이메탈,KOSDAQ,126,10,철강금속,금속,"1,230억원",1230
1540,006140,피제이전자,KOSDAQ,55,14,전자부품,"의료,정밀기기","1,166억원",1166
1541,087600,픽셀플러스,KOSDAQ,54,14,전자부품,반도체,766억원,766
1542,161580,필옵틱스,KOSDAQ,65,12,반도체,IT부품,"2,116억원",2116
1543,086790,하나금융지주,KOSPI,50,4,"은행, 증권 및 기타금융",기타금융업,"130,906억원",130906
1544,067310,하나마이크론,KOSDAQ,105,12,반도체,반도체,"6,994억원",6994
1545,166090,하나머티리얼즈,KOSDAQ,90,12,반도체,반도체,"11,941억원",11941
1546,293480,하나제약,KOSPI,164,0,"건설, 장비, 기기",의약품,"3,519억원",3519
1547,039130,하나투어,KOSPI,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"10,231억원",10231
1548,136480,하림,KOSDAQ,60,2,"음식료품, 담배 및 기타화학","음식료,담배","2,958억원",2958
1549,003380,하림지주,KOSDAQ,61,2,"음식료품, 담배 및 기타화학",금융,"8,643억원",8643
1550,149980,하이로닉,KOSDAQ,74,11,"의료, 제약 및 생물공학","의료,정밀기기","1,012억원",1012
1551,013030,하이록코리아,KOSDAQ,56,1,전기전자,금속,"2,294억원",2294
1552,126700,하이비젼시스템,KOSDAQ,86,14,전자부품,"의료,정밀기기","3,399억원",3399
1553,071090,하이스틸,KOSPI,56,10,철강금속,철강금속,540억원,540
1554,221840,하이즈항공,KOSDAQ,50,1,전기전자,"운송장비,부품",803억원,803
1555,106190,하이텍팜,KOSDAQ,152,11,"의료, 제약 및 생물공학",도매,985억원,985
1556,019490,하이트론,KOSPI,189,16,IT서비스,전기전자,359억원,359
1557,000080,하이트진로,KOSPI,50,2,"음식료품, 담배 및 기타화학",음식료품,"21,321억원",21321
1558,000140,하이트진로홀딩스,KOSPI,50,2,"음식료품, 담배 및 기타화학",기타금융업,"2,912억원",2912
1559,066130,하츠,KOSDAQ,56,15,건설,일반전기전자,"1,190억원",1190
1560,004590,한국가구,KOSDAQ,67,2,"음식료품, 담배 및 기타화학",도매,956억원,956
1561,033270,유나이티드제약,KOSPI,70,11,"의료, 제약 및 생물공학",의약품,"8,041억원",8041
1562,005380,현대차,KOSPI,78,7,운수장비,운수장비,"450,840억원",450840
1563,329180,현대중공업,KOSPI,51,13,기계장비,운수장비,"89,661억원",89661
