종목명,시가총액,상장주식수,시장구분,btin,SIC,GICS
서울제약,"64,998,922,340","8,485,499",KOSDAQ,의약품 제조업,제약,건강관리
바른손,"36,528,637,125","16,417,365",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
한온시스템,"5,658,280,000,000","533,800,000",KOSPI,일반 목적용 기계 제조업,기계,자동차
베뉴지,"84,832,000,000","4,820,000",KOSDAQ,종합 소매업,소매,소매(유통)
신풍제약,"379,372,528,400","52,984,990",KOSPI,의약품 제조업,의약품,건강관리
티에이치엔,"37,620,000,000","18,000,000",KOSPI,기타 전기장비 제조업,전기전자,자동차
와이지-원,"287,980,397,120","30,506,398",KOSDAQ,기타 금속 가공제품 제조업,금속,기계
세아특수강,"131,978,000,000","8,570,000",KOSPI,1차 철강 제조업,철강금속,철강
하이트론씨스템즈,"19,634,109,250","5,530,735",KOSPI,영상 및 음향기기 제조업,전기전자,IT하드웨어
일지테크,"31,081,050,000","13,513,500",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
SBI인베스트먼트,"126,411,928,500","162,066,575",KOSDAQ,신탁업 및 집합투자업,금융,은행
리더스 기술투자,"24,160,000,000","40,000,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
엠벤처투자,"69,547,815,765","118,480,095",KOSDAQ,신탁업 및 집합투자업,금융,은행
글로본,"114,944,297,935","28,001,047",KOSDAQ,상품 종합 도매업,도매,"화장품,의류,완구"
대교,"575,979,380,000","84,702,850",KOSPI,초등 교육기관,서비스업,"미디어,교육"
서연탑메탈,"32,620,000,000","11,650,000",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",자동차
에너토크,"41,073,130,480","9,756,088",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
한섬,"906,384,000,000","24,630,000",KOSPI,봉제의복 제조업,섬유의복,"화장품,의류,완구"
키다리스튜디오,"39,185,558,775","15,832,549",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
일진머티리얼즈,"2,192,570,204,250","46,110,835",KOSPI,전자부품 제조업,전기전자,IT하드웨어
대신정보통신,"45,730,408,850","38,428,915",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
대동금속,"18,936,000,000","480,000",KOSDAQ,금속 주조업,금속,자동차
아시아나항공,"883,537,940,670","205,235,294",KOSPI,항공 여객 운송업,운수창고업,운송
시공테크,"121,891,657,600","20,047,970",KOSDAQ,전문디자인업,전문기술,"호텔,레저서비스"
일진디스플,"106,603,866,600","28,314,440",KOSPI,반도체 제조업,전기전자,디스플레이
대호피앤씨,"76,768,467,300","73,112,826",KOSDAQ,1차 철강 제조업,금속,철강
서원,"50,560,438,350","47,474,590",KOSPI,금속 주조업,철강금속,"비철,목재등"
에이티넘인베스트,"106,080,000,000","48,000,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
코웨이,"5,416,892,034,600","73,799,619",KOSPI,그외 기타 개인 서비스업,서비스업,"화장품,의류,완구"
KCC건설,"152,154,000,000","21,400,000",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
한국큐빅,"33,927,418,225","16,350,563",KOSDAQ,플라스틱제품 제조업,화학,자동차
세원정공,"74,100,000,000","10,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
메이슨캐피탈,"40,665,607,280","99,184,408",KOSDAQ,기타 금융업,금융,은행
포스코 ICT,"839,231,704,080","152,034,729",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,소프트웨어
정산애강,"101,258,401,945","51,794,579",KOSDAQ,플라스틱제품 제조업,화학,"건설,건축관련"
삼원강재,"112,000,000,000","40,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
MH에탄올,"39,401,328,840","7,378,526",KOSPI,알코올음료 제조업,음식료품,필수소비재
태광,"321,975,000,000","26,500,000",KOSDAQ,1차 철강 제조업,금속,기계
한국종합기술,"43,909,500,000","10,950,000",KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스업,"건설,건축관련"
유진기업,"449,621,650,610","77,122,067",KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
제일제강,"38,267,311,950","26,032,185",KOSDAQ,1차 철강 제조업,금속,철강
동남합성,"78,897,180,000","1,314,953",KOSPI,기초 화학물질 제조업,화학,화학
CNH,"51,336,000,000","37,200,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
롯데쇼핑,"6,435,691,762,500","28,288,755",KOSPI,종합 소매업,유통업,소매(유통)
다우기술,"892,845,678,300","44,866,617",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
삼보판지,"139,650,000,000","14,700,000",KOSDAQ,"펄프, 종이 및 판지 제조업","종이,목재","비철,목재등"
한국캐피탈,"102,607,841,360","168,209,576",KOSDAQ,기타 금융업,금융,은행
플레이위드,"21,941,789,000","3,460,850",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
동일철강,"27,029,912,800","7,345,085",KOSDAQ,1차 철강 제조업,금속,철강
인지컨트롤스,"76,861,848,960","15,160,128",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
인팩,"32,100,000,000","10,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
한국아트라스비엑스,"484,950,000,000","9,150,000",KOSPI,일차전지 및 축전지 제조업,IT부품,자동차
풍국주정,"115,794,000,000","12,600,000",KOSDAQ,알코올음료 제조업,"음식료,담배",필수소비재
대한약품,"242,400,000,000","6,000,000",KOSDAQ,의약품 제조업,제약,건강관리
에쓰씨엔지니어링,"40,651,953,875","25,016,587",KOSPI,토목 건설업,건설업,"건설,건축관련"
흥구석유,"45,300,000,000","15,000,000",KOSDAQ,기타 전문 도매업,도매,에너지
WISCOM,"39,217,651,200","15,025,920",KOSPI,플라스틱제품 제조업,화학,화학
디씨엠,"139,815,000,000","11,700,000",KOSPI,1차 철강 제조업,철강금속,"비철,목재등"
기업은행,"8,371,683,284,250","559,978,815",KOSPI,은행 및 저축기관,은행,은행
KB오토시스,"60,375,000,000","11,500,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
한국콜마홀딩스,"505,878,841,200","17,938,966",KOSPI,기타 금융업,기타금융업,"화장품,의류,완구"
한일단조,"35,869,593,600","29,891,328",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
유성티엔에스,"75,789,820,300","27,213,580",KOSDAQ,육상 여객 운송업,육상운송,운송
이화전기,"161,946,867,047","602,032,963",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,기계
세원물산,"43,420,000,000","8,350,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
KBI메탈,"57,796,767,600","31,241,496",KOSDAQ,1차 비철금속 제조업,금속,기계
피에스엠씨,"33,265,806,659","38,726,201",KOSDAQ,전자부품 제조업,반도체,반도체
케이피에프,"63,141,030,260","15,726,284",KOSDAQ,기타 금속 가공제품 제조업,금속,기계
대원화성,"59,192,533,120","41,249,152",KOSPI,플라스틱제품 제조업,화학,"화장품,의류,완구"
덕양산업,"39,403,625,800","32,564,980",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
경창산업,"56,235,837,850","35,819,005",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
PN풍년,"22,600,000,000","10,000,000",KOSDAQ,기타 금속 가공제품 제조업,금속,"화장품,의류,완구"
삼천리자전거,"82,694,384,710","13,273,577",KOSDAQ,생활용품 도매업,도매,"화장품,의류,완구"
KPX케미칼,"251,680,000,000","4,840,000",KOSPI,기초 화학물질 제조업,화학,화학
시노펙스,"193,254,703,990","70,146,898",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
대성엘텍,"74,945,329,936","99,661,343",KOSDAQ,영상 및 음향기기 제조업,일반전기전자,자동차
에스제이엠홀딩스,"49,058,216,280","14,934,008",KOSPI,자동차 부품 및 내장품 판매업,유통업,자동차
한국단자공업,"391,604,000,000","10,415,000",KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기전자,자동차
한국선재,"66,945,753,420","24,522,254",KOSDAQ,1차 철강 제조업,금속,철강
미래산업,"118,076,222,400","634,818,400",KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,반도체
제이준코스메틱,"310,312,431,000","26,522,430",KOSPI,기타 화학제품 제조업,화학,"화장품,의류,완구"
한솔홈데코,"110,374,254,130","80,565,149",KOSPI,제재 및 목재 가공업,종이목재,"건설,건축관련"
한국정보통신,"336,506,481,810","38,812,743",KOSDAQ,전기 통신업,통신서비스,통신서비스
이구산업,"63,038,170,000","33,442,000",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
남해화학,"568,822,752,350","49,678,843",KOSPI,"비료, 농약 및 살균, 살충제 제조업",화학,화학
신라에스지,"19,380,000,000","4,000,000",KOSDAQ,음·식료품 및 담배 도매업,도매,필수소비재
케이씨피드,"35,604,777,540","16,715,858",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
한국주강,"19,451,925,480","11,309,259",KOSPI,특수 목적용 기계 제조업,기계,철강
동화기업,"371,122,142,600","14,356,756",KOSDAQ,나무제품 제조업,"종이,목재","건설,건축관련"
동신건설,"48,972,000,000","8,400,000",KOSDAQ,토목 건설업,종합건설,"건설,건축관련"
아난티,"789,457,574,850","82,320,915",KOSDAQ,스포츠 서비스업,"숙박,음식","호텔,레저서비스"
제이에스티나,"92,256,186,100","16,503,790",KOSDAQ,귀금속 및 장신용품 제조업,기타제조,"화장품,의류,완구"
특수건설,"75,273,966,280","14,994,814",KOSDAQ,토목 건설업,종합건설,"건설,건축관련"
디피씨,"317,587,693,500","41,678,175",KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기전자,IT가전
광진실업,"21,586,214,850","6,405,405",KOSDAQ,1차 철강 제조업,금속,철강
부국철강,"59,200,000,000","20,000,000",KOSPI,1차 철강 제조업,철강금속,철강
동서,"1,804,570,000,000","99,700,000",KOSPI,음·식료품 및 담배 도매업,유통업,필수소비재
서울전자통신,"86,460,321,810","64,764,286",KOSDAQ,그외 기타 제품 제조업,도매,IT가전
코리아나,"182,000,000,000","40,000,000",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
BGF,"762,953,432,000","95,369,179",KOSPI,기타 금융업,기타금융업,소매(유통)
상보,"50,867,760,075","28,338,585",KOSDAQ,전자부품 제조업,화학,디스플레이
팜스토리,"97,623,911,255","88,347,431",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
마니커,"104,719,426,471","133,061,533",KOSPI,"도축, 육류 가공 및 저장 처리업",음식료품,필수소비재
대성창투,"69,600,000,000","40,000,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
세하,"37,840,636,160","29,562,997",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
미래SCI,"121,708,814,100","30,812,358",KOSPI,기타 비금속 광물제품 제조업,도매,화학
삼성엔지니어링,"3,557,400,000,000","196,000,000",KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스업,"건설,건축관련"
휴맥스홀딩스,"36,411,879,870","12,577,506",KOSDAQ,기타 금융업,금융,IT가전
동아지질,"162,725,000,000","11,500,000",KOSPI,기반조성 및 시설물 축조관련 전문공사업,건설업,"건설,건축관련"
GS홈쇼핑,"1,277,062,500,000","6,562,500",KOSDAQ,텔레비전 방송업,방송서비스,소매(유통)
삼성물산,"19,632,919,450,500","189,690,043",KOSPI,기타 전문 도매업,유통업,"상사,자본재"
에이치엘비,"3,229,845,850,000","39,102,250",KOSDAQ,선박 및 보트 건조업,"운송장비,부품",조선
팬오션,"2,328,048,896,485","534,569,207",KOSPI,해상 운송업,운수창고업,운송
케이씨,"190,434,318,200","13,554,044",KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,반도체
바른테크놀로지,"22,366,384,370","32,795,285",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
신도리코,"479,809,380,400","10,080,029",KOSPI,컴퓨터 및 주변장치 제조업,전기전자,IT하드웨어
삼성카드,"3,869,686,959,400","115,858,891",KOSPI,기타 금융업,기타금융업,은행
코엔텍,"380,500,000,000","50,000,000",KOSDAQ,폐기물 처리업,환경,"상사,자본재"
제일기획,"2,640,196,113,750","115,041,225",KOSPI,광고업,서비스업,"미디어,교육"
NICE평가정보,"689,113,207,000","60,714,820",KOSDAQ,기타 정보 서비스업,기타서비스,"상사,자본재"
케이티,"7,937,798,963,200","261,111,808",KOSPI,전기 통신업,통신업,통신서비스
KTB투자증권,"198,131,792,220","60,314,092",KOSPI,금융 지원 서비스업,증권,증권
드래곤플라이,"50,826,958,925","16,008,491",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
한글과컴퓨터,"310,455,737,950","23,082,211",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
원익홀딩스,"303,159,075,425","77,237,981",KOSDAQ,기타 금융업,금융,반도체
교보증권,"343,080,000,000","36,000,000",KOSPI,금융 지원 서비스업,증권,증권
동원수산,"43,105,635,160","4,630,036",KOSPI,어로 어업,미분류,필수소비재
티탑스,"209,426,923,440","94,336,452",KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
양지사,"147,335,600,000","15,980,000",KOSDAQ,인쇄 및 인쇄관련 산업,"출판,매체복제","화장품,의류,완구"
아이즈비전,"78,310,829,910","15,772,574",KOSDAQ,전기 통신업,통신장비,IT하드웨어
에스에이엠티,"171,491,539,905","99,995,067",KOSDAQ,기계장비 및 관련 물품 도매업,도매,IT하드웨어
녹십자셀,"664,329,335,200","11,695,939",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
신세계인터내셔날,"1,238,790,000,000","7,140,000",KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",유통업,"화장품,의류,완구"
신세계푸드,"336,518,512,000","3,872,480",KOSPI,음식점업,서비스업,"호텔,레저서비스"
오스템,"126,230,000,000","26,000,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
콤텍시스템,"64,120,964,440","47,851,466",KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
엔에스엔,"34,348,344,520","21,072,604",KOSDAQ,상품 종합 도매업,도매,"화장품,의류,완구"
피에스케이홀딩스,"253,128,469,800","20,331,604",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
아즈텍WB,"35,872,113,060","20,916,684",KOSDAQ,"섬유제품 염색, 정리 및 마무리 가공업","섬유,의류","화장품,의류,완구"
다우데이타,"348,530,000,000","38,300,000",KOSDAQ,기계장비 및 관련 물품 도매업,도매,증권
삼일,"33,481,063,350","16,213,590",KOSDAQ,도로 화물 운송업,육상운송,운송
롯데관광개발,"810,305,810,000","64,566,200",KOSPI,여행사 및 기타 여행보조 서비스업,서비스업,"호텔,레저서비스"
케이엠더블유,"384,790,000,000","16,100,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
TJ미디어,"44,093,542,485","13,931,609",KOSDAQ,영상 및 음향기기 제조업,일반전기전자,IT가전
황금에스티,"112,420,000,000","14,000,000",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
피델릭스,"37,414,646,210","21,441,058",KOSDAQ,반도체 제조업,반도체,반도체
유비케어,"214,269,255,595","52,197,139",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,건강관리
LG유플러스,"7,007,612,344,050","436,611,361",KOSPI,전기 통신업,통신업,통신서비스
소프트센,"48,112,157,730","32,729,359",KOSDAQ,기계장비 및 관련 물품 도매업,도매,소프트웨어
삼진,"37,200,000,000","6,000,000",KOSDAQ,통신 및 방송 장비 제조업,일반전기전자,IT가전
엠젠플러스,"117,879,729,780","14,571,042",KOSDAQ,기계장비 및 관련 물품 도매업,정보기기,IT하드웨어
판타지오,"41,150,431,738","72,703,943",KOSDAQ,창작 및 예술관련 서비스업,"오락,문화","미디어,교육"
우리기술,"96,928,990,920","85,399,992",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,IT하드웨어
삼성생명,"18,080,000,000,000","200,000,000",KOSPI,보험업,보험업,보험
비트컴퓨터,"85,443,726,020","16,623,293",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,건강관리
글로스퍼랩스,"42,562,069,200","67,558,840",KOSDAQ,"해체, 선별 및 원료 재생업",환경,철강
원익,"83,664,125,280","17,934,432",KOSDAQ,기계장비 및 관련 물품 도매업,도매,건강관리
동일기연,"77,486,005,800","6,149,683",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
바이온,"87,389,051,250","46,607,494",KOSDAQ,음·식료품 및 담배 도매업,도매,건강관리
제이엠아이,"37,629,140,010","32,579,342",KOSDAQ,기록매체 복제업,"출판,매체복제",디스플레이
제룡전기,"127,053,655,190","16,062,409",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,기계
코너스톤네트웍스,"45,206,173,152","63,313,968",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",소매,IT하드웨어
디지틀조선,"66,621,904,265","37,115,267",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
엠케이전자,"184,493,048,940","21,807,689",KOSDAQ,전자부품 제조업,반도체,반도체
시그네틱스,"68,754,111,838","85,728,319",KOSDAQ,반도체 제조업,반도체,반도체
필룩스,"745,502,495,750","53,826,895",KOSPI,전자부품 제조업,전기전자,IT가전
모아텍,"64,490,332,500","14,331,185",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
인성정보,"63,030,711,590","19,158,271",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
자화전자,"230,910,000,000","17,900,000",KOSPI,전자부품 제조업,전기전자,IT하드웨어
체시스,"22,920,000,000","24,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
유나이티드,"354,129,985,700","16,207,322",KOSPI,의약품 제조업,의약품,건강관리
코웰패션,"425,803,600,970","90,500,234",KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",소매,"화장품,의류,완구"
디케이디앤아이,"35,815,029,930","21,972,411",KOSDAQ,기타 금속 가공제품 제조업,금속,"비철,목재등"
제이씨현시스템,"109,334,551,040","19,114,432",KOSDAQ,기계장비 및 관련 물품 도매업,도매,IT하드웨어
좋은사람들,"129,502,609,920","29,908,224",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
디에스티,"62,064,541,630","52,155,077",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
동성화인텍,"224,233,790,790","26,983,609",KOSDAQ,기초 화학물질 제조업,화학,화학
세종공업,"102,077,048,700","20,054,430",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
파라텍,"94,812,307,760","16,840,552",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
블루콤,"75,969,797,400","18,088,047",KOSDAQ,영상 및 음향기기 제조업,IT부품,IT하드웨어
럭슬,"33,896,248,050","14,454,690",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
네패스,"230,874,037,050","22,972,541",KOSDAQ,반도체 제조업,반도체,반도체
아주캐피탈,"482,234,558,200","57,545,890",KOSPI,기타 금융업,기타금융업,은행
케이티앤지,"13,866,542,197,000","137,292,497",KOSPI,담배 제조업,미분류,필수소비재
스카이문스테크놀로지,"43,905,361,500","17,117,100",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
티비씨,"53,600,000,000","100,000,000",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
무학,"337,725,000,000","28,500,000",KOSPI,알코올음료 제조업,음식료품,필수소비재
두산중공업,"1,276,900,152,700","117,146,803",KOSPI,일반 목적용 기계 제조업,기계,기계
SBS,"382,391,592,900","18,252,582",KOSPI,텔레비전 방송업,서비스업,"미디어,교육"
LG디스플레이,"6,261,774,750,000","357,815,700",KOSPI,전자부품 제조업,전기전자,디스플레이
파라다이스,"1,764,287,836,800","90,942,672",KOSDAQ,유원지 및 기타 오락관련 서비스업,"오락,문화","호텔,레저서비스"
신세계건설,"115,200,000,000","4,000,000",KOSPI,건물 건설업,건설업,"건설,건축관련"
NICE,"681,881,400,000","37,882,300",KOSPI,회사 본부 및 경영 컨설팅 서비스업,서비스업,"상사,자본재"
인천도시가스,"131,023,882,300","4,374,754",KOSPI,연료용 가스 제조 및 배관공급업,전기가스업,유틸리티
SK,"19,700,883,160,000","70,360,297",KOSPI,기타 금융업,기타금융업,"상사,자본재"
해성산업,"109,047,000,000","9,780,000",KOSDAQ,부동산 임대 및 공급업,부동산,은행
한국토지신탁,"640,060,198,050","252,489,230",KOSPI,신탁업 및 집합투자업,기타금융업,은행
조아제약,"136,738,415,730","28,310,231",KOSDAQ,의약품 제조업,제약,건강관리
한국기업평가,"227,025,700,000","4,540,514",KOSDAQ,기타 사업지원 서비스업,사업지원,"상사,자본재"
지투알,"120,776,411,610","16,567,409",KOSPI,회사 본부 및 경영 컨설팅 서비스업,서비스업,"미디어,교육"
인터파크홀딩스,"133,380,000,000","58,500,000",KOSDAQ,무점포 소매업,소매,소매(유통)
백산,"126,808,000,000","24,200,000",KOSPI,플라스틱제품 제조업,화학,"화장품,의류,완구"
프럼파스트,"29,855,644,875","8,846,117",KOSDAQ,플라스틱제품 제조업,화학,"건설,건축관련"
강원랜드,"6,418,215,000,000","213,940,500",KOSPI,유원지 및 기타 오락관련 서비스업,서비스업,"호텔,레저서비스"
더블유에프엠,"66,410,755,625","22,173,875",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
NAVER,"17,799,846,660,000","164,813,395",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
기산텔레콤,"33,382,108,600","14,577,340",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
신세계I&C,"216,720,000,000","1,720,000",KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
KG이니시스,"422,752,175,100","27,904,434",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
솔본,"144,386,864,160","27,345,997",KOSDAQ,회사 본부 및 경영 컨설팅 서비스업,전문기술,건강관리
바른손이앤에이,"98,866,025,590","70,367,278",KOSDAQ,소프트웨어 개발 및 공급업,"오락,문화","미디어,교육"
카카오,"8,880,638,074,500","83,386,273",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
CJ ENM,"4,690,053,537,600","21,926,384",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
이지바이오,"340,033,550,370","57,927,351",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
서희건설,"213,365,326,350","173,467,745",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
JYP Ent.,"1,201,105,556,000","35,326,634",KOSDAQ,오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
예림당,"131,065,036,130","23,034,277",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제",운송
아비코전자,"79,890,533,340","13,292,934",KOSDAQ,전자부품 제조업,일반전기전자,IT가전
KTH,"181,789,461,980","35,715,022",KOSDAQ,상품 중개업,도매,소매(유통)
위지트,"79,660,497,735","72,749,313",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
SCI평가정보,"79,520,000,000","35,500,000",KOSDAQ,기타 정보 서비스업,사업지원,"상사,자본재"
라이브파이낸셜,"94,648,644,125","26,254,825",KOSDAQ,반도체 제조업,반도체,디스플레이
에이프런티어,"94,513,831,170","17,600,341",KOSDAQ,기계장비 및 관련 물품 도매업,도매,건강관리
금화피에스시,"170,700,000,000","6,000,000",KOSDAQ,전기 및 통신 공사업,전문건설,"건설,건축관련"
유니셈,"120,510,396,390","30,664,223",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
이매진아시아,"95,798,426,460","35,679,116",KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
제이콘텐트리,"712,421,115,990","144,068,982",KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",서비스업,"미디어,교육"
한국가스공사,"4,652,575,200,000","92,313,000",KOSPI,연료용 가스 제조 및 배관공급업,전기가스업,유틸리티
대성미생물,"73,150,000,000","3,800,000",KOSDAQ,의약품 제조업,제약,건강관리
SK머티리얼즈,"1,684,463,378,100","10,547,673",KOSDAQ,기초 화학물질 제조업,반도체,디스플레이
S&T홀딩스,"186,679,494,700","16,303,886",KOSPI,기타 금융업,기타금융업,자동차
SFA반도체,"206,743,189,415","141,121,631",KOSDAQ,반도체 제조업,반도체,반도체
영풍정밀,"112,297,500,000","15,750,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
엔씨소프트,"10,432,004,961,000","21,939,022",KOSPI,소프트웨어 개발 및 공급업,서비스업,소프트웨어
팜스코,"319,900,383,530","36,727,943",KOSPI,"곡물가공품, 전분 및 전분제품 제조업",음식료품,필수소비재
버추얼텍,"26,619,559,911","29,610,189",KOSDAQ,기타 전문 도매업,도매,"비철,목재등"
세종텔레콤,"269,546,430,574","600,326,126",KOSDAQ,전기 통신업,통신서비스,통신서비스
HRS,"44,893,926,000","16,354,800",KOSDAQ,합성고무 및 플라스틱 물질 제조업,화학,화학
KCI,"87,906,000,000","11,270,000",KOSDAQ,기타 화학제품 제조업,화학,화학
코맥스,"56,977,060,350","14,279,965",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
심텍홀딩스,"68,744,791,010","34,895,833",KOSDAQ,통신 및 방송 장비 제조업,IT부품,IT하드웨어
나이스정보통신,"197,000,000,000","10,000,000",KOSDAQ,전기 통신업,통신서비스,"상사,자본재"
에프에스티,"87,207,738,340","20,233,814",KOSDAQ,전자부품 제조업,반도체,반도체
솔브레인,"860,344,500,950","17,398,271",KOSDAQ,기타 화학제품 제조업,화학,반도체
진성티이씨,"190,649,632,640","22,482,268",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
주성엔지니어링,"344,981,865,800","48,249,212",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
파워넷,"48,398,744,420","12,009,614",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,IT가전
파세코,"62,650,000,000","14,000,000",KOSDAQ,가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
한국팩키지,"47,500,000,000","25,000,000",KOSDAQ,"골판지, 종이 상자 및 종이용기 제조업","종이,목재","비철,목재등"
YG PLUS,"129,720,669,920","58,170,704",KOSPI,"인형,장난감 및 오락용품 제조업",서비스업,"미디어,교육"
인지디스플레,"57,855,112,250","35,603,146",KOSDAQ,전자부품 제조업,IT부품,디스플레이
성도이엔지,"74,410,700,000","15,470,000",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,반도체
EG,"71,250,000,000","7,500,000",KOSDAQ,기타 전문 도매업,도매,"상사,자본재"
우리조명,"25,920,279,840","24,923,346",KOSDAQ,전구 및 조명장치 제조업,일반전기전자,디스플레이
