,종목코드,종목명,시가총액_label,주식수_label,btin,SIC,GICS
590,038010,제일테크노스,360억원,900만주,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
591,038060,루멘스,"1,158억원","4,727만주",반도체 제조업,반도체,디스플레이
592,038070,서린바이오,669억원,690만주,기타 전문 도매업,도매,건강관리
593,038110,에코플라스틱,293억원,"2,566만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
594,038290,마크로젠,"3,266억원","1,060만주","그외 기타 전문, 과학 및 기술 서비스업",전문기술,건강관리
595,038340,UCI,483억원,"1,343만주",일반 교습 학원,교육,"미디어,교육"
596,038390,레드캡투어,"1,339억원",858만주,여행사 및 기타 여행보조 서비스업,사업지원,운송
597,038460,바이오스마트,883억원,"1,997만주",전자부품 제조업,정보기기,IT하드웨어
598,038500,삼표시멘트,"3,999억원","10,735만주",기타 비금속 광물제품 제조업,비금속,"건설,건축관련"
599,038530,골드퍼시픽,147억원,913만주,생활용품 도매업,도매,"화장품,의류,완구"
600,038540,상상인,"8,260억원","4,774만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
601,038620,위즈코프,393억원,"3,715만주",연료 소매업,소매,에너지
602,038680,에스넷,630억원,"1,607만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
603,038870,에코바이오,546억원,"1,152만주",사업시설 유지·관리 서비스업,사업지원,유틸리티
604,038880,아이에이,"1,081억원","4,128만주",전자부품 제조업,반도체,자동차
605,038950,파인디지털,352억원,"1,021만주",통신 및 방송 장비 제조업,통신장비,IT가전
606,039020,이건홀딩스,571억원,"2,258만주",기타 금융업,"종이,목재","건설,건축관련"
607,039030,이오테크닉스,"5,704억원","1,228만주",특수 목적용 기계 제조업,반도체,반도체
608,039130,하나투어,"8,201억원","1,161만주",여행사 및 기타 여행보조 서비스업,서비스업,"호텔,레저서비스"
609,039200,오스코텍,"7,698억원","2,725만주",의약품 제조업,제약,건강관리
610,039240,경남스틸,481억원,"2,500만주",1차 철강 제조업,금속,철강
611,039290,인포뱅크,619억원,869만주,기타 정보 서비스업,통신서비스,소프트웨어
612,039310,세중,616억원,"1,812만주",여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
613,039420,케이엘넷,649억원,"2,415만주",전기 통신업,통신서비스,소프트웨어
614,039440,에스티아이,"1,533억원","1,583만주",특수 목적용 기계 제조업,반도체,반도체
615,039490,키움증권,"18,210억원","2,209만주",금융 지원 서비스업,증권,증권
616,039560,다산네트웍스,"1,903억원","2,919만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
617,039570,HDC아이콘트롤스,"1,581억원","1,646만주",전기 및 통신 공사업,건설업,"건설,건축관련"
618,039830,오로라,921억원,"1,076만주",전문디자인업,전문기술,"화장품,의류,완구"
619,039840,디오,"4,141억원","1,517만주",의료용 기기 제조업,"의료,정밀기기",건강관리
620,039860,나노엔텍,"1,267억원","2,629만주",의료용 기기 제조업,"의료,정밀기기",건강관리
621,039980,리노스,739억원,"3,775만주","섬유, 의복, 신발 및 가죽제품 소매업",소매,"화장품,의류,완구"
622,040300,YTN,814억원,"4,200만주","영화, 비디오물, 방송프로그램 제작 및 배급업",방송서비스,"미디어,교육"
623,040350,큐로컴,"1,751억원","10,914만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
624,040420,정상제이엘에스,"1,144억원","1,567만주",일반 교습 학원,교육,"미디어,교육"
625,040610,SG&G,680억원,"3,408만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
626,040910,아이씨디,"1,331억원","1,670만주",특수 목적용 기계 제조업,반도체,디스플레이
627,041140,넥슨지티,"3,151억원","3,537만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
628,041190,우리기술투자,"2,553억원","8,400만주",기타 금융업,금융,은행
629,041510,에스엠,"12,864억원","2,301만주",오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
630,041520,이라이콤,647억원,"1,218만주",상품 중개업,IT부품,디스플레이
631,041650,상신브레이크,796억원,"2,147만주",자동차 신품 부품 제조업,운수장비,자동차
632,041830,인바디,"3,044억원","1,368만주",의료용 기기 제조업,"의료,정밀기기",건강관리
633,041910,에스텍파마,"1,088억원","1,189만주",의약품 제조업,제약,건강관리
634,041920,메디아나,692억원,865만주,의료용 기기 제조업,"의료,정밀기기",건강관리
635,041930,동아화성,504억원,"1,580만주",고무제품 제조업,화학,자동차
636,041960,코미팜,"12,474억원","5,531만주",의약품 제조업,제약,건강관리
637,042000,카페24,"8,619억원",943만주,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷,소프트웨어
638,042040,케이피엠테크,"1,100억원","8,838만주",기타 화학제품 제조업,화학,화학
639,042110,에스씨디,505억원,"4,832만주",가정용 기기 제조업,일반전기전자,IT가전
640,042370,비츠로테크,"1,618억원","2,235만주",기타 금융업,금융,기계
641,042420,네오위즈홀딩스,"1,049억원",885만주,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
642,042500,링네트,522억원,"1,493만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
643,042510,라온시큐어,774억원,"3,180만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
644,042600,새로닉스,519억원,"1,242만주",전자부품 제조업,IT부품,디스플레이
645,042660,대우조선해양,"38,218억원","10,720만주",선박 및 보트 건조업,운수장비,조선
646,042940,상지카일룸,891억원,"3,684만주",건물 건설업,종합건설,"건설,건축관련"
647,043100,솔고바이오,674억원,"16,172만주",의료용 기기 제조업,"의료,정밀기기",건강관리
648,043150,바텍,"3,297억원","1,485만주",의료용 기기 제조업,"의료,정밀기기",건강관리
649,043200,파루,812억원,"2,966만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,에너지
650,043220,에이치엘비파워,589억원,"5,951만주",특수 목적용 기계 제조업,"기계,장비",기계
651,043260,성호전자,263억원,"2,950만주",전자부품 제조업,IT부품,IT가전
652,043340,에쎈테크,669억원,"7,200만주",일반 목적용 기계 제조업,"기계,장비",기계
653,043360,디지아이,251억원,900만주,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
654,043590,크로바하이텍,915억원,"2,330만주",반도체 제조업,반도체,IT가전
655,043610,지니뮤직,"2,798억원","5,811만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
656,043650,국순당,721억원,"1,785만주",알코올음료 제조업,"음식료,담배",필수소비재
657,043710,서울리거,691억원,"2,511만주",기타 전문 도매업,도매,건강관리
658,043910,자연과환경,621억원,"3,394만주",환경 정화 및 복원업,환경,"상사,자본재"
659,044060,조광ILI,520억원,988만주,일반 목적용 기계 제조업,"기계,장비",기계
660,044340,위닉스,"2,654억원","1,787만주",가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
661,044380,주연테크,360억원,"9,877만주",컴퓨터 및 주변장치 제조업,전기전자,IT하드웨어
662,044450,KSS해운,"1,620억원","2,318만주",해상 운송업,운수창고업,운송
663,044490,태웅,"2,170억원","2,000만주",기타 금속 가공제품 제조업,금속,기계
664,044780,에이치케이,254억원,"1,845만주",특수 목적용 기계 제조업,"기계,장비",기계
665,044820,코스맥스비티아이,"1,891억원",960만주,기타 금융업,기타금융업,건강관리
666,044960,이글벳,499억원,"1,264만주",기타 전문 도매업,도매,건강관리
667,045060,오공,569억원,"1,694만주",기타 화학제품 제조업,화학,화학
668,045300,성우테크론,383억원,905만주,전자부품 제조업,반도체,반도체
669,045340,토탈소프트,232억원,855만주,소프트웨어 개발 및 공급업,소프트웨어,운송
670,045390,대아티아이,"4,973억원","7,115만주",기타 전기장비 제조업,일반전기전자,소프트웨어
671,045510,정원엔시스,639억원,"3,220만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
672,045520,크린앤사이언스,897억원,650만주,일반 목적용 기계 제조업,"기계,장비",자동차
673,045660,에이텍,522억원,826만주,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
674,046070,코다코,890억원,"3,906만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
675,046120,오르비텍,980억원,"2,379만주",기타 과학기술 서비스업,전문기술,"상사,자본재"
676,046140,SBS콘텐츠허브,"1,232억원","2,146만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
677,046210,파나진,"1,512억원","3,203만주",의료용품 및 기타 의약 관련제품 제조업,"의료,정밀기기",건강관리
678,046310,백금T&A,377억원,"1,521만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
679,046390,삼화네트웍스,618억원,"4,296만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
680,046440,KG모빌리언스,"2,266억원","2,990만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
681,046890,서울반도체,"12,506억원","5,830만주",반도체 제조업,반도체,디스플레이
682,046940,우원개발,615억원,"1,639만주",기반조성 및 시설물 축조관련 전문공사업,전문건설,"건설,건축관련"
683,046970,우리로,513억원,"2,479만주",통신 및 방송 장비 제조업,도매,IT하드웨어
684,047040,대우건설,"19,929억원","41,562만주",건물 건설업,건설업,"건설,건축관련"
685,047310,파워로직스,"2,370억원","3,435만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
686,047400,유니온머티리얼,781억원,"4,200만주","내화, 비내화 요업제품 제조업",비금속광물,자동차
687,047560,이스트소프트,648억원,989만주,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
688,047770,코데즈컴바인,"1,089억원","3,784만주",봉제의복 제조업,"섬유,의류","화장품,의류,완구"
689,048260,오스템임플란트,"7,457억원","1,428만주",의료용 기기 제조업,"의료,정밀기기",건강관리
690,048430,유라테크,628억원,"1,152만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,자동차
691,048470,대동스틸,"1,100억원","1,000만주",1차 철강 제조업,금속,철강
692,048530,인트론바이오,"8,150억원","1,503만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
693,048550,SM C&C,"2,121억원","9,406만주",광고업,방송서비스,"미디어,교육"
694,048770,TPC,466억원,"1,290만주",일반 목적용 기계 제조업,"기계,장비",기계
695,048830,엔피케이,342억원,"1,872만주",합성고무 및 플라스틱 물질 제조업,화학,화학
696,048870,시너지이노베이션,"1,478억원","5,707만주",의료용 기기 제조업,"의료,정밀기기",건강관리
697,048910,대원미디어,"1,206억원","1,257만주",기타 전문 도매업,도매,"미디어,교육"
698,049070,인탑스,"1,806억원","1,720만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
699,049080,기가레인,"1,191억원","5,039만주",특수 목적용 기계 제조업,반도체,반도체
700,049120,파인디앤씨,501억원,"2,406만주",전자부품 제조업,IT부품,디스플레이
701,049180,셀루메드,"1,811억원","2,042만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
702,049430,코메론,627억원,904만주,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",기계
703,049470,SGA,488억원,"9,672만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
704,049480,오픈베이스,692억원,"3,142만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
705,049520,유아이엘,966억원,"2,178만주",전자부품 제조업,IT부품,IT하드웨어
706,049550,잉크테크,535억원,"1,601만주",기타 화학제품 제조업,화학,IT하드웨어
707,049630,재영솔루텍,482억원,"4,569만주",사진장비 및 광학기기 제조업,IT부품,IT하드웨어
708,049720,고려신용정보,554억원,"1,430만주",기타 사업지원 서비스업,사업지원,"상사,자본재"
709,049770,동원F&B,"11,461억원",385만주,기타 식품 제조업,음식료품,필수소비재
710,049800,우진플라임,518억원,"1,000만주",특수 목적용 기계 제조업,기계,기계
711,049830,승일,488억원,613만주,기타 금속 가공제품 제조업,금속,"비철,목재등"
712,049950,미래컴퍼니,"4,427억원",786만주,특수 목적용 기계 제조업,"기계,장비",디스플레이
713,049960,쎌바이오텍,"2,552억원",940만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
714,050110,캠시스,953억원,"5,781만주",전자부품 제조업,IT부품,IT하드웨어
715,050760,에스폴리텍,287억원,"1,633만주",플라스틱제품 제조업,화학,화학
716,050860,아세아텍,509억원,"1,750만주",특수 목적용 기계 제조업,"기계,장비",기계
717,050890,쏠리드,"1,203억원","3,839만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
718,050960,수산아이앤티,448억원,675만주,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
719,051160,지어소프트,249억원,"1,395만주",소프트웨어 개발 및 공급업,소프트웨어,필수소비재
720,051360,토비스,"1,185억원","1,671만주",영상 및 음향기기 제조업,정보기기,디스플레이
721,051370,인터플렉스,"2,636억원","2,332만주",전자부품 제조업,IT부품,IT하드웨어
722,051380,피씨디렉트,372억원,754만주,기계장비 및 관련 물품 도매업,도매,IT하드웨어
723,051390,YW,460억원,"1,135만주",상품 종합 도매업,도매,소매(유통)
724,051490,나라엠앤디,686억원,"1,420만주",특수 목적용 기계 제조업,"기계,장비",기계
725,051500,CJ프레시웨이,"2,772억원","1,187만주",음·식료품 및 담배 도매업,도매,필수소비재
726,051630,진양화학,378억원,"1,200만주",플라스틱제품 제조업,화학,화학
727,051780,큐로홀딩스,426억원,"6,019만주","영화, 비디오물, 방송프로그램 제작 및 배급업",방송서비스,"미디어,교육"
728,051900,LG생활건강,"180,233억원","1,561만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
729,051910,LG화학,"238,602억원","7,059만주",기초 화학물질 제조업,화학,화학
730,052020,에스티큐브,"5,355억원","2,671만주",기계장비 및 관련 물품 도매업,IT부품,IT하드웨어
731,052220,iMBC,533억원,"2,300만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
732,052330,코텍,"2,180억원","1,557만주",영상 및 음향기기 제조업,정보기기,IT하드웨어
733,052400,코나아이,"1,734억원","1,555만주",소프트웨어 개발 및 공급업,소프트웨어,IT하드웨어
734,052420,오성첨단소재,"1,126억원","4,971만주",플라스틱제품 제조업,IT부품,디스플레이
735,052460,아이크래프트,204억원,805만주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
736,052670,제일바이오,590억원,"1,500만주",의약품 제조업,제약,건강관리
737,052710,아모텍,"1,826억원",974만주,전자부품 제조업,IT부품,IT하드웨어
738,052790,액토즈소프트,"1,121억원","1,133만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
739,052860,아이앤씨,541억원,"1,578만주",반도체 제조업,반도체,IT하드웨어
740,052900,KMH하이텍,436억원,"4,688만주",플라스틱제품 제조업,반도체,반도체
741,053030,바이넥스,"3,300억원","3,173만주",의약품 제조업,제약,건강관리
742,053050,지에스이,464억원,"2,998만주",연료용 가스 제조 및 배관공급업,"전기,가스",유틸리티
743,053060,세동,111억원,"2,141만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
744,053110,소리바다,648억원,"5,635만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
745,053160,프리엠스,344억원,600만주,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,기계
746,053260,금강철강,656억원,"1,872만주",1차 철강 제조업,금속,철강
747,053270,구영테크,385억원,"2,639만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
748,053280,예스24,802억원,"1,720만주",무점포 소매업,인터넷,소매(유통)
749,053290,NE능률,379억원,"1,349만주","서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
750,053350,이니텍,"1,088억원","1,979만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
751,053450,세코닉스,800억원,"1,124만주",사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
752,053610,프로텍,"1,286억원",946만주,특수 목적용 기계 제조업,반도체,반도체
753,053620,태양,762억원,860만주,기타 금속 가공제품 제조업,금속,필수소비재
754,053700,삼보모터스,973억원,"1,424만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
755,053800,안랩,"4,320억원","1,001만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
756,053950,경남제약,"1,934억원","1,124만주",의약품 제조업,제약,건강관리
757,053980,오상자이엘,"1,272억원","1,774만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
758,054050,농우바이오,"1,755억원","1,603만주",작물 재배업,농업,건강관리
759,054090,삼진엘앤디,574억원,"2,495만주",그외 기타 제품 제조업,IT부품,디스플레이
760,054210,이랜텍,519억원,"2,047만주",전자부품 제조업,IT부품,IT하드웨어
761,054220,비츠로시스,732억원,"4,465만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,소프트웨어
762,054300,팬스타엔터프라이즈,316억원,"4,112만주",일반 목적용 기계 제조업,"기계,장비",자동차
763,054410,케이피티유,242억원,506만주,기타 금속 가공제품 제조업,금속,"비철,목재등"
764,054450,텔레칩스,"1,197억원","1,350만주",반도체 제조업,반도체,반도체
765,054540,삼영엠텍,390억원,"1,300만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
766,054620,APS홀딩스,901억원,"2,039만주",기타 금융업,금융,디스플레이
767,054630,에이디칩스,412억원,"2,469만주",그외 기타 제품 제조업,기타제조,IT가전
768,054670,대한뉴팜,"1,442억원","1,435만주",의약품 제조업,제약,건강관리
769,054780,키이스트,"2,548억원","8,480만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
770,054800,아이디스홀딩스,"1,381억원","1,034만주",기타 전문 서비스업,기타서비스,IT하드웨어
771,054930,유신,432억원,300만주,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,"건설,건축관련"
772,054940,엑사이엔씨,398억원,"3,317만주",실내건축 및 건축마무리 공사업,전문건설,반도체
773,054950,제이브이엠,"2,003억원",633만주,일반 목적용 기계 제조업,"기계,장비",건강관리
774,055490,테이팩스,"1,080억원",471만주,플라스틱제품 제조업,화학,화학
775,055550,신한지주,"202,957억원","47,419만주",기타 금융업,기타금융업,은행
776,056080,유진로봇,"1,494억원","3,751만주",특수 목적용 기계 제조업,"기계,장비","화장품,의류,완구"
777,056090,유앤아이,824억원,774만주,의료용 기기 제조업,"의료,정밀기기",건강관리
778,056190,에스에프에이,"14,632억원","3,590만주",특수 목적용 기계 제조업,"기계,장비",기계
779,056360,코위버,596억원,979만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
780,056700,신화인터텍,471억원,"2,913만주",플라스틱제품 제조업,IT부품,디스플레이
781,057540,옴니시스템,817억원,"4,067만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",IT하드웨어
782,058110,멕아이씨에스,192억원,536만주,의료용 기기 제조업,"의료,정밀기기",건강관리
783,058220,아리온,993억원,"8,946만주",통신 및 방송 장비 제조업,통신장비,IT가전
784,058400,KNN,"1,030억원","13,242만주",텔레비전 방송업,방송서비스,"미디어,교육"
785,058420,제이웨이,231억원,"1,506만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
786,058430,포스코강판,"1,137억원",600만주,1차 철강 제조업,철강금속,"비철,목재등"
787,058450,일야,181억원,978만주,통신 및 방송 장비 제조업,IT부품,IT하드웨어
788,058470,리노공업,"7,034억원","1,524만주",전자부품 제조업,반도체,반도체
789,058530,슈펙스비앤피,596억원,"5,878만주",생활용품 도매업,도매,소매(유통)
790,058610,에스피지,"1,643억원","2,087만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
791,058630,엠게임,521억원,"1,954만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
792,058650,세아홀딩스,"4,140억원",400만주,1차 철강 제조업,철강금속,철강
793,058730,다스코,"1,090억원","1,540만주","구조용 금속제품, 탱크 및 증기발생기 제조업",기계,"건설,건축관련"
794,058820,CMG제약,"5,041억원","10,888만주",의약품 제조업,제약,건강관리
795,058850,KTcs,"1,084억원","4,268만주",기타 정보 서비스업,서비스업,"상사,자본재"
796,059090,미코,"1,035억원","3,131만주",반도체 제조업,반도체,반도체
797,059100,아이컴포넌트,478억원,707만주,전자부품 제조업,IT부품,디스플레이
798,059120,아진엑스텍,531억원,694만주,반도체 제조업,반도체,반도체
799,059210,메타바이오메드,763억원,"2,386만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
800,060150,인선이엔티,"2,294억원","3,659만주",폐기물 처리업,환경,"상사,자본재"
801,060240,룽투코리아,929억원,"2,417만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
802,060250,NHN한국사이버결제,"2,586억원","2,191만주",기타 정보 서비스업,소프트웨어,소프트웨어
803,060260,뉴보텍,448억원,"2,686만주",플라스틱제품 제조업,화학,"건설,건축관련"
804,060280,큐렉소,"1,777억원","3,335만주",기타 상품 전문 소매업,소매,소매(유통)
805,060300,레드로버,"1,176억원","4,542만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
806,060310,3S,985억원,"4,439만주",특수 목적용 기계 제조업,"기계,장비",기계
807,060370,KT서브마린,729억원,"2,190만주",전기 및 통신 공사업,전문건설,"건설,건축관련"
808,060380,동양에스텍,293억원,"1,000만주",1차 철강 제조업,금속,철강
809,060480,국일신동,467억원,"1,109만주",1차 비철금속 제조업,금속,"비철,목재등"
810,060540,에스에이티,509억원,"2,613만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",통신장비,IT하드웨어
811,060590,씨티씨바이오,"1,726억원","1,931만주",생활용품 도매업,제약,건강관리
812,060720,KH바텍,"1,639억원","2,026만주",전자부품 제조업,IT부품,IT하드웨어
813,061040,알에프텍,988억원,"1,905만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
814,061970,엘비세미콘,"1,666억원","4,378만주",반도체 제조업,반도체,반도체
815,062860,티엘아이,362억원,987만주,반도체 제조업,반도체,디스플레이
816,063080,게임빌,"3,699억원",659만주,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
817,063160,종근당바이오,"1,116억원",522만주,의약품 제조업,의약품,건강관리
818,063170,서울옥션,"2,300억원","1,691만주",상품 중개업,도매,소매(유통)
819,063440,SM Life Design,760억원,"4,419만주",기록매체 복제업,"출판,매체복제","미디어,교육"
820,063760,이엘피,647억원,490만주,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체,디스플레이
821,064090,에프앤리퍼블릭,"1,165억원","5,976만주",상품 종합 도매업,도매,"화장품,의류,완구"
822,064260,다날,"2,000억원","5,437만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
823,064290,인텍플러스,474억원,"1,104만주",특수 목적용 기계 제조업,반도체,반도체
824,064480,브리지텍,427억원,"1,195만주",소프트웨어 개발 및 공급업,컴퓨터서비스,소프트웨어
825,064510,에코마이스터,"1,329억원","1,265만주",특수 목적용 기계 제조업,"기계,장비",기계
826,064520,바른전자,395억원,"6,641만주",반도체 제조업,반도체,반도체
827,064550,바이오니아,"1,926억원","2,062만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
828,064760,티씨케이,"5,697억원","1,167만주",기타 비금속 광물제품 제조업,반도체,반도체
829,064820,케이프,529억원,"2,552만주",선박 및 보트 건조업,"운송장비,부품",조선
830,065060,지엔코,"1,886억원","9,800만주",봉제의복 제조업,"섬유,의류","화장품,의류,완구"
831,065130,탑엔지니어링,"1,241억원","1,597만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
832,065170,넥스트BT,"1,022억원","6,158만주",음·식료품 및 담배 도매업,도매,건강관리
833,065350,신성델타테크,739억원,"2,208만주",가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
834,065420,에스아이리소스,326억원,"5,283만주",석탄 광업,연료광업,에너지
835,065440,이루온,390억원,"2,727만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
836,065450,빅텍,605억원,"2,450만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기","상사,자본재"
837,065500,오리엔트정공,528억원,"11,721만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
838,065560,녹원씨엔아이,"1,446억원","1,425만주",인쇄 및 인쇄관련 산업,"출판,매체복제",화학
839,065570,삼영이엔씨,452억원,880만주,통신 및 방송 장비 제조업,통신장비,조선
840,065650,메디프론,"1,572억원","2,943만주",기계장비 및 관련 물품 도매업,도매,IT하드웨어
841,065660,안트로젠,"6,169억원",843만주,기타 전문 도매업,도매,건강관리
842,065680,우주일렉트로,802억원,993만주,전자부품 제조업,IT부품,IT하드웨어
843,065710,서호전기,618억원,515만주,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,소프트웨어
844,065770,CS,371억원,"1,883만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
845,065950,웰크론,820억원,"2,549만주",직물직조 및 직물제품 제조업,"섬유,의류","건설,건축관련"
846,066130,하츠,483억원,"1,280만주",가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
847,066310,큐에스아이,397억원,827만주,반도체 제조업,반도체,반도체
848,066360,체리부로,602억원,"2,787만주","도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
849,066430,와이오엠,"1,277억원","1,156만주",기타 전문 도매업,도매,화학
850,066570,LG전자,"114,226억원","16,364만주",통신 및 방송 장비 제조업,전기전자,IT가전
851,066590,우수AMS,956억원,"2,469만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
852,066620,국보디자인,"1,057억원",750만주,실내건축 및 건축마무리 공사업,전문건설,"건설,건축관련"
853,066670,디스플레이텍,718억원,"1,869만주",전자부품 제조업,IT부품,IT하드웨어
854,066700,테라젠이텍스,"3,340억원","3,079만주",의약품 제조업,제약,건강관리
855,066790,씨씨에스,361억원,"8,556만주",텔레비전 방송업,방송서비스,"미디어,교육"
856,066900,디에이피,617억원,"2,274만주",전자부품 제조업,IT부품,IT하드웨어
857,066910,손오공,553억원,"2,189만주",기타 전문 도매업,도매,"화장품,의류,완구"
858,066970,엘앤에프,"8,875억원","2,475만주",일차전지 및 축전지 제조업,IT부품,IT가전
859,067000,조이시티,"1,302억원","1,178만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
860,067010,이씨에스,304억원,750만주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",정보기기,소프트웨어
861,067080,대화제약,"3,991억원","1,822만주",의약품 제조업,제약,건강관리
862,067160,아프리카TV,"4,661억원","1,149만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
863,067170,오텍,"1,448억원","1,539만주",자동차 재제조 부품 제조업,"운송장비,부품","화장품,의류,완구"
864,067280,멀티캠퍼스,"2,477억원",592만주,기타 교육기관,디지털컨텐츠,"미디어,교육"
865,067290,JW신약,"3,004억원","4,166만주",의약품 제조업,제약,건강관리
866,067310,하나마이크론,870억원,"2,272만주",반도체 제조업,반도체,반도체
867,067390,아스트,"1,602억원","1,571만주","항공기,우주선 및 부품 제조업","운송장비,부품","상사,자본재"
868,067570,엔브이에이치코리아,666억원,"2,872만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
869,067630,에이치엘비생명과학,"6,279억원","3,629만주","건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,건강관리
870,067730,로지시스,272억원,934만주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
