,종목코드,종목명,시가총액_label,주식수_label,btin,SIC,GICS
1155,113810,디젠스,180억원,"3,262만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1156,114090,GKL,"14,567억원","6,185만주",유원지 및 기타 오락관련 서비스업,서비스업,"호텔,레저서비스"
1157,114120,크루셜텍,659억원,"4,576만주",전자부품 제조업,IT부품,IT하드웨어
1158,114450,KPX생명과학,654억원,"1,500만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1159,114570,지스마트글로벌,611억원,"2,176만주",반도체 제조업,반도체,디스플레이
1160,114810,아이원스,"1,157억원","1,341만주",특수 목적용 기계 제조업,IT부품,반도체
1161,115180,큐리언트,"1,890억원",853만주,자연과학 및 공학 연구개발업,"연구,개발",건강관리
1162,115310,인포바인,740억원,319만주,전기 통신업,통신서비스,소프트웨어
1163,115390,락앤락,"10,367억원","5,500만주",플라스틱제품 제조업,화학,"비철,목재등"
1164,115440,우리넷,338억원,636만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1165,115480,씨유메디칼,430억원,"1,589만주",의료용 기기 제조업,"의료,정밀기기",소매(유통)
1166,115500,케이씨에스,482억원,"1,200만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
1167,115530,씨엔플러스,358억원,"4,268만주",전자부품 제조업,IT부품,IT하드웨어
1168,115570,스타플렉스,311억원,645만주,플라스틱제품 제조업,화학,화학
1169,115610,이미지스,312억원,766만주,반도체 제조업,반도체,IT하드웨어
1170,115960,연우,"2,541억원","1,239만주",플라스틱제품 제조업,화학,"비철,목재등"
1171,117580,대성에너지,"1,485억원","2,750만주",연료용 가스 제조 및 배관공급업,전기가스업,유틸리티
1172,117670,알파홀딩스,"1,478억원","1,314만주",반도체 제조업,반도체,반도체
1173,118000,우리들휴브레인,619억원,"2,429만주",기계장비 및 관련 물품 도매업,유통업,소프트웨어
1174,118990,모트렉스,"1,152억원","2,725만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1175,119500,포메탈,361억원,"1,184만주",기타 금속 가공제품 제조업,금속,기계
1176,119610,인터로조,"2,153억원","1,098만주",사진장비 및 광학기기 제조업,"의료,정밀기기",건강관리
1177,119650,KC코트렐,523억원,"1,300만주",일반 목적용 기계 제조업,기계,기계
1178,119850,지엔씨에너지,650억원,"1,629만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,기계
1179,119860,다나와,"2,248억원","1,307만주",소프트웨어 개발 및 공급업,인터넷,소매(유통)
1180,120030,조선선재,994억원,125만주,기타 금속 가공제품 제조업,기계,철강
1181,120110,코오롱인더,"14,406억원","2,697만주",화학섬유 제조업,화학,화학
1182,120240,대정화금,983억원,710만주,기초 화학물질 제조업,화학,화학
1183,121440,골프존뉴딘홀딩스,"1,743억원","4,283만주",상품 중개업,도매,"화장품,의류,완구"
1184,121600,나노신소재,"1,545억원","1,084만주",기타 화학제품 제조업,화학,화학
1185,121800,비덴트,"2,467억원","2,485만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1186,121850,코이즈,265억원,"1,053만주",플라스틱제품 제조업,IT부품,디스플레이
1187,121890,에스디시스템,175억원,876만주,전자부품 제조업,정보기기,IT하드웨어
1188,122310,제노레이,921억원,417만주,의료용 기기 제조업,"의료,정밀기기",건강관리
1189,122450,KMH,"1,696억원","2,178만주",텔레비전 방송업,방송서비스,"미디어,교육"
1190,122640,예스티,829억원,"1,100만주",특수 목적용 기계 제조업,반도체,반도체
1191,122690,서진오토모티브,437억원,"1,954만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1192,122870,와이지엔터테인먼트,"7,447억원","1,818만주",오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
1193,122900,아이마켓코리아,"2,835억원","3,594만주",상품 종합 도매업,유통업,"상사,자본재"
1194,122990,와이솔,"3,862억원","2,414만주",전자부품 제조업,반도체,IT하드웨어
1195,123040,엠에스오토텍,522억원,"2,720만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1196,123330,제닉,536억원,700만주,기타 화학제품 제조업,화학,"화장품,의류,완구"
1197,123410,코리아에프티,767억원,"2,784만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1198,123420,선데이토즈,"2,311억원",956만주,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1199,123570,이엠넷,503억원,"2,227만주",광고업,전문기술,"미디어,교육"
1200,123750,알톤스포츠,604억원,"1,274만주",그외 기타 운송장비 제조업,"운송장비,부품","화장품,의류,완구"
1201,123860,아나패스,"1,691억원","1,012만주",반도체 제조업,반도체,디스플레이
1202,124500,아이티센,679억원,"1,570만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
1203,126600,코프라,533억원,"2,111만주",합성고무 및 플라스틱 물질 제조업,화학,자동차
1204,126700,하이비젼시스템,"1,458억원","1,494만주",사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
1205,126870,뉴로스,847억원,"1,915만주",일반 목적용 기계 제조업,"기계,장비",기계
1206,126880,제이엔케이히터,601억원,"1,677만주",일반 목적용 기계 제조업,"기계,장비",기계
1207,127120,디엔에이링크,493억원,"1,073만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1208,127160,매직마이크로,"2,429억원","5,882만주",전자부품 제조업,반도체,디스플레이
1209,127710,아시아경제,590억원,"2,524만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
1210,128660,피제이메탈,505억원,"2,480만주",1차 비철금속 제조업,금속,"비철,목재등"
1211,128820,대성산업,"1,965억원","4,523만주",연료 소매업,유통업,에너지
1212,129260,인터지스,697억원,"2,974만주",도로 화물 운송업,운수창고업,운송
1213,130500,GH신소재,297억원,"1,100만주",기타 섬유제품 제조업,"섬유,의류",자동차
1214,130580,나이스디앤비,"1,090억원","1,540만주",기타 사업지원 서비스업,사업지원,"상사,자본재"
1215,130740,티피씨글로벌,263억원,945만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
1216,131030,디에이치피코리아,"1,585억원","1,656만주",의약품 제조업,제약,건강관리
1217,131090,시큐브,565억원,"3,600만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1218,131180,딜리,529억원,"2,935만주",컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
1219,131220,대한과학,322억원,745만주,기계장비 및 관련 물품 도매업,도매,건강관리
1220,131290,티에스이,793억원,"1,106만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체,반도체
1221,131370,알서포트,"1,089억원","5,326만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1222,131760,파인텍,306억원,"1,151만주",특수 목적용 기계 제조업,IT부품,디스플레이
1223,131970,테스나,"1,554억원",685만주,"그외 기타 전문, 과학 및 기술 서비스업",반도체,반도체
1224,133750,메가엠디,571억원,"2,236만주",일반 교습 학원,교육,"미디어,교육"
1225,134060,이퓨쳐,183억원,476만주,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
1226,134380,미원화학,877억원,218만주,기타 화학제품 제조업,화학,화학
1227,134580,디엠티,403억원,"1,125만주",통신 및 방송 장비 제조업,통신장비,IT가전
1228,134790,시디즈,858억원,200만주,가구 제조업,미분류,"건설,건축관련"
1229,136480,하림,"2,434억원","8,694만주","도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
1230,136490,선진,"2,722억원","2,377만주",동물용 사료 및 조제식품 제조업,음식료품,필수소비재
1231,136540,윈스,"1,365억원","1,208만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,소프트웨어
1232,137400,피엔티,956억원,881만주,특수 목적용 기계 제조업,"기계,장비",IT가전
1233,137940,넥스트아이,"1,681억원","6,848만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",디스플레이
1234,137950,제이씨케미칼,661억원,"1,934만주",기타 화학제품 제조업,화학,에너지
1235,138040,메리츠금융지주,"16,616억원","14,022만주",기타 금융업,기타금융업,보험
1236,138070,신진에스엠,502억원,897만주,기타 금속 가공제품 제조업,금속,기계
1237,138080,오이솔루션,"1,114억원",773만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1238,138250,엔에스쇼핑,"4,026억원","3,369만주",무점포 소매업,유통업,소매(유통)
1239,138490,코오롱플라스틱,"2,112억원","3,800만주",합성고무 및 플라스틱 물질 제조업,화학,화학
1240,138580,비즈니스온,"1,336억원",954만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1241,138610,나이벡,555억원,636만주,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1242,138690,엘아이에스,"1,935억원","1,542만주",특수 목적용 기계 제조업,반도체,디스플레이
1243,138930,BNK금융지주,"25,683억원","32,593만주",기타 금융업,기타금융업,은행
1244,139130,DGB금융지주,"14,834억원","16,914만주",기타 금융업,기타금융업,은행
1245,139480,이마트,"53,521억원","2,787만주",종합 소매업,유통업,소매(유통)
1246,140070,서플러스글로벌,"1,068억원","3,698만주",기계장비 및 관련 물품 도매업,도매,반도체
1247,140410,메지온,"8,023억원",861만주,자연과학 및 공학 연구개발업,"연구,개발",건강관리
1248,140520,대창스틸,540억원,"2,000만주",1차 철강 제조업,금속,철강
1249,140670,알에스오토메이션,942억원,910만주,전자부품 제조업,IT부품,기계
1250,140860,파크시스템스,"2,572억원",664만주,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",IT하드웨어
1251,141000,비아트론,"1,296억원","1,211만주",특수 목적용 기계 제조업,반도체,디스플레이
1252,141020,포티스,"1,267억원","4,784만주",무점포 소매업,소매,소매(유통)
1253,141080,레고켐바이오,"6,311억원","1,058만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1254,142210,유니트론텍,444억원,993만주,자동차 부품 및 내장품 판매업,자동차판매,반도체
1255,142280,녹십자엠에스,"1,434억원",956만주,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1256,142760,바이오리더스,"1,947억원","1,596만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1257,143160,아이디스,"2,534억원","1,071만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1258,143240,사람인에이치알,"2,175억원","1,163만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷,"상사,자본재"
1259,143540,영우디에스피,251억원,"1,219만주",특수 목적용 기계 제조업,반도체,디스플레이
1260,144960,뉴파워프라즈마,"1,056억원",825만주,특수 목적용 기계 제조업,"기계,장비",반도체
1261,145720,덴티움,"7,449억원","1,106만주",의료용 기기 제조업,의료정밀,건강관리
1262,145990,삼양사,"5,978억원","1,028만주",기타 식품 제조업,음식료품,필수소비재
1263,147760,마이크로프랜드,474억원,"1,081만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",반도체
1264,147830,제룡산업,678억원,"1,000만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
1265,148140,비디아이,667억원,792만주,일반 목적용 기계 제조업,"기계,장비",기계
1266,148250,알엔투테크놀로지,583억원,632만주,전자부품 제조업,정보기기,IT하드웨어
1267,149950,아바텍,914억원,"1,560만주",전자부품 제조업,IT부품,디스플레이
1268,149980,하이로닉,748억원,"1,409만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1269,150840,인트로메딕,"1,332억원","1,538만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1270,151860,KG ETS,"1,144억원","3,600만주",폐기물 처리업,환경,유틸리티
1271,151910,나노스,"6,781억원","10,781만주",전자부품 제조업,IT부품,IT하드웨어
1272,153490,우리이앤엘,352억원,"4,990만주",반도체 제조업,반도체,디스플레이
1273,154030,아시아종묘,562억원,921만주,작물 재배업,농업,건강관리
1274,154040,솔루에타,484억원,"1,208만주",전자부품 제조업,IT부품,자동차
1275,155650,와이엠씨,"1,623억원","1,997만주",전자부품 제조업,IT부품,디스플레이
1276,155660,DSR,556억원,"1,600만주",1차 비철금속 제조업,철강금속,"비철,목재등"
1277,156100,엘앤케이바이오,902억원,"1,077만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1278,159580,제로투세븐,"1,572억원","2,003만주",생활용품 도매업,도매,"화장품,의류,완구"
1279,159910,스킨앤스킨,646억원,"10,274만주",기타 화학제품 제조업,반도체,"화장품,의류,완구"
1280,160550,NEW,"1,333억원","2,790만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
1281,160980,싸이맥스,785억원,"1,057만주",특수 목적용 기계 제조업,반도체,반도체
1282,161580,필옵틱스,"1,478억원","1,727만주",특수 목적용 기계 제조업,IT부품,디스플레이
1283,163560,동일고무벨트,841억원,"1,300만주",고무제품 제조업,화학,자동차
1284,166090,하나머티리얼즈,"2,613억원","1,921만주",반도체 제조업,반도체,반도체
1285,166480,코아스템,"2,074억원","1,571만주",의약품 제조업,제약,건강관리
1286,168330,내츄럴엔도텍,"3,068억원","2,066만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1287,170790,파이오링크,292억원,685만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1288,170900,동아에스티,"8,528억원",844만주,의약품 제조업,의약품,건강관리
1289,170920,엘티씨,800억원,751만주,기초 화학물질 제조업,반도체,디스플레이
1290,171010,램테크놀러지,402억원,"1,142만주",기초 화학물질 제조업,반도체,반도체
1291,171090,선익시스템,782억원,899만주,특수 목적용 기계 제조업,반도체,디스플레이
1292,171120,라이온켐텍,"1,561억원","1,538만주",기타 화학제품 제조업,화학,"건설,건축관련"
1293,173130,오파스넷,369억원,402만주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,소프트웨어
1294,173940,에프엔씨엔터,"1,037억원","1,436만주",창작 및 예술관련 서비스업,"오락,문화","미디어,교육"
1295,174880,장원테크,591억원,604만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1296,174900,앱클론,"3,142억원",710만주,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1297,175140,인포마크,362억원,362만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1298,175250,아이큐어,"2,360억원",612만주,의약품 제조업,제약,"화장품,의류,완구"
1299,175330,JB금융지주,"11,267억원","19,698만주",기타 금융업,기타금융업,은행
1300,176440,에이치엔티,441억원,"1,340만주",전자부품 제조업,IT부품,IT하드웨어
1301,177350,베셀,463억원,"1,119만주",특수 목적용 기계 제조업,반도체,디스플레이
1302,177830,파버나인,554억원,"1,083만주",전자부품 제조업,일반전기전자,"비철,목재등"
1303,178320,서진시스템,"2,601억원",905만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1304,178780,유테크,530억원,"1,710만주",전자부품 제조업,IT부품,IT하드웨어
1305,179900,유티아이,320억원,533만주,전자부품 제조업,IT부품,IT하드웨어
1306,180400,캔서롭,"1,347억원","1,892만주",기타 과학기술 서비스업,전문기술,건강관리
1307,181340,이즈미디어,412억원,704만주,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",IT하드웨어
1308,182360,큐브엔터,914억원,"2,657만주",오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
1309,182690,테라셈,167억원,"1,396만주",반도체 제조업,반도체,반도체
1310,183190,아세아시멘트,"4,110억원",389만주,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속광물,"건설,건축관련"
1311,183300,코미코,"1,882억원",877만주,특수 목적용 기계 제조업,반도체,반도체
1312,183490,엔지켐생명과학,"8,076억원",767만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1313,184230,SGA솔루션즈,472억원,"3,390만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1314,185490,아이진,"2,127억원","1,099만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1315,185750,종근당,"10,175억원",987만주,의약품 제조업,의약품,건강관리
1316,187220,디티앤씨,836억원,985만주,기타 과학기술 서비스업,전문기술,IT하드웨어
1317,187270,신화콘텍,300억원,"1,014만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
1318,187420,제노포커스,"1,572억원","2,099만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1319,187790,나노,485억원,"2,385만주",기초 화학물질 제조업,화학,화학
1320,187870,디바이스이엔지,584억원,678만주,특수 목적용 기계 제조업,반도체,디스플레이
1321,189300,인텔리안테크,"1,013억원",724만주,통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
1322,189690,포시에스,396억원,751만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1323,189860,서전기전,457억원,969만주,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,기계
1324,190510,나무가,615억원,343만주,전자부품 제조업,IT부품,IT하드웨어
1325,191410,육일씨엔에쓰,318억원,936만주,전자부품 제조업,IT부품,IT하드웨어
1326,191420,테고사이언스,"3,439억원",807만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1327,192080,더블유게임즈,"11,076억원","1,824만주",소프트웨어 개발 및 공급업,서비스업,소프트웨어
1328,192250,케이사인,708억원,"6,467만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1329,192390,윈하이텍,404억원,986만주,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
1330,192400,쿠쿠홀딩스,"10,384억원",711만주,기타 금융업,기타금융업,"화장품,의류,완구"
1331,192440,슈피겐코리아,"2,673억원",621만주,그외 기타 제품 제조업,IT부품,IT하드웨어
1332,192820,코스맥스,"12,813억원","1,004만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1333,193250,와이제이엠게임즈,910억원,"4,563만주",전자부품 제조업,IT부품,IT하드웨어
1334,194370,제이에스코퍼레이션,"1,726억원","1,333만주","가죽, 가방 및 유사제품 제조업",미분류,"화장품,의류,완구"
1335,194480,데브시스터즈,"1,059억원","1,120만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1336,196170,알테오젠,"3,919억원","1,264만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1337,196300,애니젠,714억원,501만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1338,196490,디에이테크놀로지,529억원,"1,045만주",특수 목적용 기계 제조업,"기계,장비",IT가전
1339,196700,웹스,272억원,"1,369만주",합성고무 및 플라스틱 물질 제조업,화학,화학
1340,197140,디지캡,149억원,353만주,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
1341,198440,고려시멘트,759억원,"3,197만주","시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
1342,200130,콜마비앤에이치,"6,056억원","2,954만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1343,200230,텔콘RF제약,"7,768억원","7,831만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1344,200710,에이디테크놀로지,"1,244억원",925만주,반도체 제조업,반도체,반도체
1345,200780,비씨월드제약,"1,857억원",800만주,의약품 제조업,제약,건강관리
1346,200880,서연이화,"1,075억원","2,702만주",자동차 신품 부품 제조업,운수장비,자동차
1347,201490,미투온,"1,941억원","3,125만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1348,203450,유니온커뮤니티,381억원,"1,467만주",통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
1349,203650,드림시큐리티,"1,337억원","3,580만주",소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
1350,203690,프로스테믹스,"2,835억원","4,537만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1351,204320,만도,"13,194억원","4,695만주",자동차 신품 부품 제조업,운수장비,자동차
1352,204620,글로벌텍스프리,"1,231억원","1,945만주",금융 지원 서비스업,금융서비스,은행
1353,204840,지엘팜텍,"1,408억원","3,566만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1354,205100,엑셈,975억원,"3,324만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1355,205500,액션스퀘어,815억원,"2,648만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1356,206560,덱스터,"1,357억원","2,463만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
1357,206640,바디텍메드,"2,833억원","2,341만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1358,206650,유바이오로직스,"1,352억원","2,528만주",의약품 제조업,제약,건강관리
1359,207760,미스터블루,622억원,"2,440만주",기타 정보 서비스업,디지털컨텐츠,"미디어,교육"
1360,207940,삼성바이오로직스,"221,321억원","6,616만주",기초 의약물질 및 생물학적 제제 제조업,의약품,건강관리
1361,208140,정다운,571억원,"2,052만주","도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
1362,208350,지란지교시큐리티,505억원,"3,621만주",소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
1363,208370,셀바스헬스케어,517억원,"1,314만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1364,208640,썸에이지,"1,090억원","7,628만주",소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
1365,208710,바이오로그디바이스,430억원,"2,756만주",전자부품 제조업,IT부품,IT하드웨어
1366,208860,엔지스테크널러지,636억원,938만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1367,210540,디와이파워,"1,556억원","1,104만주",특수 목적용 기계 제조업,기계,기계
1368,210980,SK디앤디,"4,224억원","1,615만주",부동산 임대 및 공급업,서비스업,은행
1369,211270,AP위성,"1,063억원","1,501만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1370,212560,네오오토,317억원,787만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
1371,213420,덕산네오룩스,"3,277억원","2,401만주",전자부품 제조업,반도체,디스플레이
1372,214150,클래시스,"2,881억원","6,197만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1373,214180,민앤지,"2,365억원","1,188만주",기타 정보 서비스업,소프트웨어,소프트웨어
1374,214320,이노션,"11,380억원","2,000만주",광고업,서비스업,"미디어,교육"
1375,214330,금호에이치티,778억원,994만주,자동차 신품 부품 제조업,운수장비,자동차
1376,214370,케어젠,"8,293억원","1,074만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1377,214390,경보제약,"2,486억원","2,390만주",기초 의약물질 및 생물학적 제제 제조업,의약품,건강관리
1378,214420,토니모리,"2,090억원","1,764만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1379,214430,아이쓰리시스템,"1,336억원",710만주,전자부품 제조업,일반전기전자,"상사,자본재"
1380,214680,디알텍,623억원,"4,420만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1381,215000,골프존,"2,127억원",627만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1382,215100,로보로보,395억원,"1,779만주",기타 전기장비 제조업,디지털컨텐츠,"미디어,교육"
1383,215200,메가스터디교육,"3,381억원","1,176만주",일반 교습 학원,교육,"미디어,교육"
1384,215360,우리산업,"2,999억원",913만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
1385,215380,우정바이오,582억원,"2,510만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1386,215480,토박스코리아,395억원,"3,768만주","섬유, 의복, 신발 및 가죽제품 소매업",소매,"화장품,의류,완구"
1387,215600,신라젠,"50,756억원","6,981만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1388,215790,이노인스트루먼트,839억원,"2,028만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1389,216050,인크로스,"1,370억원",801만주,광고업,전문기술,"미디어,교육"
1390,217190,제너셈,185억원,876만주,특수 목적용 기계 제조업,반도체,반도체
1391,217270,넵튠,"2,298억원","2,137만주",소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
1392,217480,에스디생명공학,"2,133억원","2,241만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1393,217500,러셀,594억원,"3,181만주",특수 목적용 기계 제조업,"기계,장비",반도체
1394,217600,켐온,"1,152억원","6,386만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1395,217620,디딤,"1,089억원","3,700만주",음식점업,"숙박,음식","호텔,레저서비스"
1396,217730,강스템바이오텍,"4,202억원","2,080만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1397,217820,엔에스,494억원,490만주,특수 목적용 기계 제조업,"기계,장비",IT가전
1398,218150,미래생명자원,637억원,"1,867만주",동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
1399,218410,RFHIC,"5,835억원","2,244만주",통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
1400,219130,타이거일렉,278억원,631만주,전자부품 제조업,반도체,반도체
1401,219420,링크제니시스,727억원,"1,000만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1402,219750,지티지웰니스,436억원,625만주,의료용 기기 제조업,"의료,정밀기기",건강관리
1403,220100,퓨쳐켐,721억원,574만주,의약품 제조업,제약,건강관리
1404,220260,켐트로스,554억원,"2,404만주",기타 화학제품 제조업,화학,화학
1405,221840,하이즈항공,"1,067억원","1,769만주","항공기,우주선 및 부품 제조업","운송장비,부품","상사,자본재"
1406,221980,케이디켐,508억원,403만주,기타 화학제품 제조업,화학,화학
1407,222080,씨아이에스,"1,329억원","5,362만주",특수 목적용 기계 제조업,"기계,장비",IT가전
1408,222110,팬젠,"1,243억원",964만주,의약품 제조업,제약,건강관리
1409,222420,쎄노텍,842억원,"3,918만주",기타 비금속 광물제품 제조업,비금속,화학
1410,222800,심텍,"1,649억원","2,275만주",전자부품 제조업,반도체,IT하드웨어
1411,224060,코디엠,"1,244억원","14,156만주",특수 목적용 기계 제조업,반도체,반도체
1412,224110,에이텍티앤,417억원,534만주,통신 및 방송 장비 제조업,정보기기,IT하드웨어
1413,225190,삼양옵틱스,"1,390억원","1,003만주",사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
1414,225330,씨엠에스에듀,"1,277억원","1,894만주",일반 교습 학원,교육,"미디어,교육"
1415,225430,케이엠제약,719억원,"1,988만주",기타 화학제품 제조업,화학,필수소비재
1416,225530,보광산업,"1,318억원","3,447만주",기타 비금속 광물제품 제조업,비금속,"건설,건축관련"
1417,225570,넷게임즈,"1,952억원","2,398만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1418,225590,패션플랫폼,404억원,"2,518만주",봉제의복 제조업,"섬유,의류","화장품,의류,완구"
1419,226320,잇츠한불,"5,548억원","2,192만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1420,226400,오스테오닉,401억원,845만주,의료용 기기 제조업,"의료,정밀기기",건강관리
1421,226950,올릭스,"4,214억원",650만주,자연과학 및 공학 연구개발업,"연구,개발",건강관리
1422,227610,아우딘퓨쳐스,"1,585억원","1,000만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1423,228340,동양파일,"1,128억원","2,000만주","시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
1424,228850,레이언스,"2,364억원","1,659만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1425,229640,LS전선아시아,"1,650억원","3,062만주",기타 금융업,기타금융업,기계
1426,230360,에코마케팅,"2,057억원","1,619만주",광고업,전문기술,"미디어,교육"
1427,232140,와이아이케이,"1,856억원","6,178만주",특수 목적용 기계 제조업,반도체,반도체
1428,234080,JW생명과학,"3,879억원","1,583만주",의약품 제조업,의약품,건강관리
1429,234100,세원,478억원,"2,238만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1430,234300,에스트래픽,"1,192억원","1,192만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,소프트웨어
